sentimen,tweet,normalized_tweet,clean_tweet,char_len,word_len,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_process
netral,"#prabowosalahkansby menayalahkan bowo menyebut kondisi ekonomi indonesia yang salah arah, karena kesalahan presiden-presiden sebelum jokowi  https://bit.ly/2p9eeemâ  @jokowi @riofebriant2","#PrabowoSalahkanSBY menayalahkan bowo menyebut kondisi ekonomi Indonesia yang salah arah, karena kesalahan presiden-presiden sebelum Jokowi  https://bit.ly/2P9eEEmÂ  @jokowi @riofebriant2",prabowosalahkansby menayalahkan bowo menyebut kondisi ekonomi indonesia yang salah arah karena kesalahan presidenpresiden sebelum jokowi  httpsbitlypeeemâ  jokowi riofebriant,174,18,"['#', 'prabowosalahkansby', 'menayalahkan', 'bowo', 'menyebut', 'kondisi', 'ekonomi', 'indonesia', 'yang', 'salah', 'arah', ',', 'karena', 'kesalahan', 'presiden-presiden', 'sebelum', 'jokowi', 'https', ':', '//bit.ly/2p9eeemâ', '@', 'jokowi', '@', 'riofebriant2']","['#', 'prabowosalahkansby', 'menayalahkan', 'bowo', 'menyebut', 'kondisi', 'ekonomi', 'indonesia', 'salah', 'arah', ',', 'kesalahan', 'presiden-presiden', 'jokowi', 'https', ':', '//bit.ly/2p9eeemâ', '@', 'jokowi', '@', 'riofebriant2']","['', 'prabowosalahkansby', 'menayalahkan', 'bowo', 'sebut', 'kondisi', 'ekonomi', 'indonesia', 'salah', 'arah', '', 'salah', 'presiden', 'jokowi', 'https', '', 'bit ly 2p9eeem', '', 'jokowi', '', 'riofebriant2']", prabowosalahkansby menayalahkan bowo sebut kondisi ekonomi indonesia salah arah  salah presiden jokowi https  bit ly 2p9eeem  jokowi  riofebriant2
netral,"prabowo mau naikkan tax ratio 16%, jokowi: nanti shock ekonomi,â pak!  https://bhinnekanusantara.id/prabowo-mau-naikkan-tax-ratio-16-jokowi-nanti-shock-ekonomi-pak/â â€¦ pic.twitter.com/e3y4tpi1n9","Prabowo Mau Naikkan Tax Ratio 16%, Jokowi: Nanti Shock Ekonomi,Â Pak!  https://bhinnekanusantara.id/prabowo-mau-naikkan-tax-ratio-16-jokowi-nanti-shock-ekonomi-pak/Â â€¦ pic.twitter.com/E3Y4TPI1n9",prabowo mau naikkan tax ratio  jokowi nanti shock ekonomiâ pak  httpsbhinnekanusantaraidprabowomaunaikkantaxratiojokowinantishockekonomipakâ â pictwittercomeytpin,162,13,"['prabowo', 'mau', 'naikkan', 'tax', 'ratio', '16', '%', ',', 'jokowi', ':', 'nanti', 'shock', 'ekonomi', ',', 'â', 'pak', '!', 'https', ':', '//bhinnekanusantara.id/prabowo-mau-naikkan-tax-ratio-16-jokowi-nanti-shock-ekonomi-pak/â', 'â€¦', 'pic.twitter.com/e3y4tpi1n9']","['prabowo', 'naikkan', 'tax', 'ratio', '16', '%', ',', 'jokowi', ':', 'shock', 'ekonomi', ',', 'â', '!', 'https', ':', '//bhinnekanusantara.id/prabowo-mau-naikkan-tax-ratio-16-jokowi-nanti-shock-ekonomi-pak/â', 'â€¦', 'pic.twitter.com/e3y4tpi1n9']","['prabowo', 'naik', 'tax', 'ratio', '16', '', '', 'jokowi', '', 'shock', 'ekonomi', '', '', '', 'https', '', 'bhinnekanusantara id prabowo-mau-naikkan-tax-ratio-16-jokowi-nanti-shock-ekonomi-pak', '', 'pic twitter com e3y4tpi1n9']",prabowo naik tax ratio 16   jokowi  shock ekonomi    https  bhinnekanusantara id prabowo-mau-naikkan-tax-ratio-16-jokowi-nanti-shock-ekonomi-pak  pic twitter com e3y4tpi1n9
positif,"pak @prabowo dan bang @sandiuno niat gak ambil gaji kalo terpilih .. yg nyinyir langsung pada nararongol. ""gaji mah kecil, tunjangannya gede!"" ""sedekah kok dipamerin!"" ""kampanye bawa2 agama!"" ""amal gak diterima kalo pamer!"" duh gusti, gini amat hatred nya yak ðÿ¤¦â€â™€ï¸ðÿ¤¦â€â™€ï¸ #yourturnbro","Pak @prabowo dan Bang @sandiuno niat gak ambil gaji kalo terpilih .. yg nyinyir langsung pada nararongol. ""Gaji mah kecil, tunjangannya gede!"" ""Sedekah kok dipamerin!"" ""Kampanye bawa2 agama!"" ""Amal gak diterima kalo pamer!"" Duh Gusti, gini amat hatred nya yak ðŸ¤¦â€âTM€ï ̧ðŸ¤¦â€âTM€ï ̧ #YourTurnBro",pak prabowo dan bang sandiuno niat gak ambil gaji kalo terpilih  yg nyinyir langsung pada nararongol gaji mah kecil tunjangannya gede sedekah kok dipamerin kampanye bawa agama amal gak diterima kalo pamer duh gusti gini amat hatred nya yak ðÿââtmï ðÿââtmï  yourturnbro,268,42,"['pak', '@', 'prabowo', 'dan', 'bang', '@', 'sandiuno', 'niat', 'gak', 'ambil', 'gaji', 'kalo', 'terpilih', '..', 'yg', 'nyinyir', 'langsung', 'pada', 'nararongol', '.', '``', 'gaji', 'mah', 'kecil', ',', 'tunjangannya', 'gede', '!', ""''"", '``', 'sedekah', 'kok', 'dipamerin', '!', ""''"", '``', 'kampanye', 'bawa2', 'agama', '!', ""''"", '``', 'amal', 'gak', 'diterima', 'kalo', 'pamer', '!', ""''"", 'duh', 'gusti', ',', 'gini', 'amat', 'hatred', 'nya', 'yak', 'ðÿ¤¦â€\x8dâ™€ï¸\x8fðÿ¤¦â€\x8dâ™€ï¸\x8f', '#', 'yourturnbro']","['@', 'prabowo', 'bang', '@', 'sandiuno', 'niat', 'gak', 'ambil', 'gaji', 'kalo', 'terpilih', '..', 'yg', 'nyinyir', 'langsung', 'nararongol', '.', '``', 'gaji', 'mah', ',', 'tunjangannya', 'gede', '!', ""''"", '``', 'sedekah', 'dipamerin', '!', ""''"", '``', 'kampanye', 'bawa2', 'agama', '!', ""''"", '``', 'amal', 'gak', 'diterima', 'kalo', 'pamer', '!', ""''"", 'duh', 'gusti', ',', 'gini', 'hatred', 'nya', 'yak', 'ðÿ¤¦â€\x8dâ™€ï¸\x8fðÿ¤¦â€\x8dâ™€ï¸\x8f', '#', 'yourturnbro']","['', 'prabowo', 'bang', '', 'sandiuno', 'niat', 'gak', 'ambil', 'gaji', 'kalo', 'pilih', '', 'yg', 'nyinyir', 'langsung', 'nararongol', '', '', 'gaji', 'mah', '', 'tunjang', 'gede', '', '', '', 'sedekah', 'dipamerin', '', '', '', 'kampanye', 'bawa2', 'agama', '', '', '', 'amal', 'gak', 'terima', 'kalo', 'pamer', '', '', 'duh', 'gusti', '', 'gin', 'hatred', 'nya', 'yak', '', '', 'yourturnbro']", prabowo bang  sandiuno niat gak ambil gaji kalo pilih  yg nyinyir langsung nararongol   gaji mah  tunjang gede    sedekah dipamerin    kampanye bawa2 agama    amal gak terima kalo pamer   duh gusti  gin hatred nya yak   yourturnbro
positif,"sebuah closing statement yg mantap, prabowo subianto-sandiaga uno akan menyumbangkan seluruh gajinya utk kemaslahatan rakyat dan kaum dhuafa. masyaa allah.., mereka berhati mulia, menjadi presiden dan wakil presiden bukan utk mencari dunia. ya allah.., ridhoilah mereka berdua  pic.twitter.com/l1spk4swu2","Sebuah closing statement yg mantap, Prabowo Subianto-Sandiaga Uno akan menyumbangkan seluruh gajinya utk kemaslahatan rakyat dan kaum dhuafa. Masyaa Allah.., mereka berhati mulia, menjadi Presiden dan Wakil Presiden bukan utk mencari dunia. Ya Allah.., Ridhoilah mereka berdua  pic.twitter.com/L1SPk4sWu2",sebuah closing statement yg mantap prabowo subiantosandiaga uno akan menyumbangkan seluruh gajinya utk kemaslahatan rakyat dan kaum dhuafa masyaa allah mereka berhati mulia menjadi presiden dan wakil presiden bukan utk mencari dunia ya allah ridhoilah mereka berdua  pictwittercomlspkswu,287,38,"['sebuah', 'closing', 'statement', 'yg', 'mantap', ',', 'prabowo', 'subianto-sandiaga', 'uno', 'akan', 'menyumbangkan', 'seluruh', 'gajinya', 'utk', 'kemaslahatan', 'rakyat', 'dan', 'kaum', 'dhuafa', '.', 'masyaa', 'allah', '..', ',', 'mereka', 'berhati', 'mulia', ',', 'menjadi', 'presiden', 'dan', 'wakil', 'presiden', 'bukan', 'utk', 'mencari', 'dunia', '.', 'ya', 'allah', '..', ',', 'ridhoilah', 'mereka', 'berdua', 'pic.twitter.com/l1spk4swu2']","['closing', 'statement', 'yg', 'mantap', ',', 'prabowo', 'subianto-sandiaga', 'uno', 'menyumbangkan', 'gajinya', 'utk', 'kemaslahatan', 'rakyat', 'kaum', 'dhuafa', '.', 'masyaa', 'allah', '..', ',', 'berhati', 'mulia', ',', 'presiden', 'wakil', 'presiden', 'utk', 'mencari', 'dunia', '.', 'ya', 'allah', '..', ',', 'ridhoilah', 'berdua', 'pic.twitter.com/l1spk4swu2']","['closing', 'statement', 'yg', 'mantap', '', 'prabowo', 'subianto-sandiaga', 'uno', 'sumbang', 'gaji', 'utk', 'maslahat', 'rakyat', 'kaum', 'dhuafa', '', 'masyaa', 'allah', '', '', 'hati', 'mulia', '', 'presiden', 'wakil', 'presiden', 'utk', 'cari', 'dunia', '', 'ya', 'allah', '', '', 'ridhoilah', 'dua', 'pic twitter com l1spk4swu2']",closing statement yg mantap  prabowo subianto-sandiaga uno sumbang gaji utk maslahat rakyat kaum dhuafa  masyaa allah   hati mulia  presiden wakil presiden utk cari dunia  ya allah   ridhoilah dua pic twitter com l1spk4swu2
netral,"jika terpilih, prabowo sandi tak akan ambil gaji. insya allah prabowo sandi akan tepati janji.  https://twitter.com/detikcom/status/1117096276737306625â â€¦","Jika terpilih, Prabowo Sandi tak akan ambil gaji. Insya Allah Prabowo Sandi akan tepati janji.  https://twitter.com/detikcom/status/1117096276737306625Â â€¦",jika terpilih prabowo sandi tak akan ambil gaji insya allah prabowo sandi akan tepati janji  httpstwittercomdetikcomstatusâ â,125,17,"['jika', 'terpilih', ',', 'prabowo', 'sandi', 'tak', 'akan', 'ambil', 'gaji', '.', 'insya', 'allah', 'prabowo', 'sandi', 'akan', 'tepati', 'janji', '.', 'https', ':', '//twitter.com/detikcom/status/1117096276737306625â', 'â€¦']","['terpilih', ',', 'prabowo', 'sandi', 'ambil', 'gaji', '.', 'insya', 'allah', 'prabowo', 'sandi', 'tepati', 'janji', '.', 'https', ':', '//twitter.com/detikcom/status/1117096276737306625â', 'â€¦']","['pilih', '', 'prabowo', 'sandi', 'ambil', 'gaji', '', 'insya', 'allah', 'prabowo', 'sandi', 'tepat', 'janji', '', 'https', '', 'twitter com detikcom status 1117096276737306625', '']",pilih  prabowo sandi ambil gaji  insya allah prabowo sandi tepat janji  https  twitter com detikcom status 1117096276737306625 
negatif,iya ga ambil gaji kan yg menang pak @jokowi ðÿ™ðÿ™,iya ga ambil gaji kan yg menang pak @jokowi ðŸTMðŸTM,iya ga ambil gaji kan yg menang pak jokowi ðÿtmðÿtm,51,10,"['iya', 'ga', 'ambil', 'gaji', 'kan', 'yg', 'menang', 'pak', '@', 'jokowi', 'ðÿ™\x8fðÿ™\x8f']","['iya', 'ga', 'ambil', 'gaji', 'yg', 'menang', '@', 'jokowi', 'ðÿ™\x8fðÿ™\x8f']","['iya', 'ga', 'ambil', 'gaji', 'yg', 'menang', '', 'jokowi', '']",iya ga ambil gaji yg menang  jokowi 
positif,setelah di lantik prabowo-sandi sudah jadi macan asia sebab saat ini tidak ada pemimpin asia yg tidak di gaji..#yourturnbro,Setelah di lantik Prabowo-Sandi sudah jadi Macan Asia sebab saat ini tidak ada pemimpin Asia yg tidak di gaji..#YourTurnBro,setelah di lantik prabowosandi sudah jadi macan asia sebab saat ini tidak ada pemimpin asia yg tidak di gajiyourturnbro,119,19,"['setelah', 'di', 'lantik', 'prabowo-sandi', 'sudah', 'jadi', 'macan', 'asia', 'sebab', 'saat', 'ini', 'tidak', 'ada', 'pemimpin', 'asia', 'yg', 'tidak', 'di', 'gaji', '..', '#', 'yourturnbro']","['lantik', 'prabowo-sandi', 'macan', 'asia', 'pemimpin', 'asia', 'yg', 'gaji', '..', '#', 'yourturnbro']","['lantik', 'prabowo-sandi', 'macan', 'asia', 'pimpin', 'asia', 'yg', 'gaji', '', '', 'yourturnbro']",lantik prabowo-sandi macan asia pimpin asia yg gaji   yourturnbro
positif,"klo jokowi pasti butuh gaji utk nafkahi kluarga. karena jokowi haram utak atik apbn, gratif, dlsb. beda dgn bosan ktnya ga mau gaji (yg sdikit itu), lantas ngeruk darimana ?...wah kpk hrs kerja keras dong. klo gitu #jokowilagi aja deh https://twitter.com/realforjkw/status/1117104782362079232â â€¦","Klo Jokowi pasti butuh gaji utk nafkahi kluarga. Karena Jokowi haram utak atik APBN, Gratif, dlsb. Beda dgn BOSAN ktnya ga mau gaji (yg sdikit itu), lantas ngeruk darimana ?...wah KPK hrs kerja keras dong. Klo gitu #JokowiLagi aja deh https://twitter.com/RealForJKW/status/1117104782362079232Â â€¦",klo jokowi pasti butuh gaji utk nafkahi kluarga karena jokowi haram utak atik apbn gratif dlsb beda dgn bosan ktnya ga mau gaji yg sdikit itu lantas ngeruk darimana wah kpk hrs kerja keras dong klo gitu jokowilagi aja deh httpstwittercomrealforjkwstatusâ â,256,42,"['klo', 'jokowi', 'pasti', 'butuh', 'gaji', 'utk', 'nafkahi', 'kluarga', '.', 'karena', 'jokowi', 'haram', 'utak', 'atik', 'apbn', ',', 'gratif', ',', 'dlsb', '.', 'beda', 'dgn', 'bosan', 'ktnya', 'ga', 'mau', 'gaji', '(', 'yg', 'sdikit', 'itu', ')', ',', 'lantas', 'ngeruk', 'darimana', '?', '...', 'wah', 'kpk', 'hrs', 'kerja', 'keras', 'dong', '.', 'klo', 'gitu', '#', 'jokowilagi', 'aja', 'deh', 'https', ':', '//twitter.com/realforjkw/status/1117104782362079232â', 'â€¦']","['klo', 'jokowi', 'butuh', 'gaji', 'utk', 'nafkahi', 'kluarga', '.', 'jokowi', 'haram', 'utak', 'atik', 'apbn', ',', 'gratif', ',', 'dlsb', '.', 'beda', 'dgn', 'bosan', 'ktnya', 'ga', 'gaji', '(', 'yg', 'sdikit', ')', ',', 'lantas', 'ngeruk', 'darimana', '?', '...', 'kpk', 'hrs', 'kerja', 'keras', '.', 'klo', 'gitu', '#', 'jokowilagi', 'aja', 'deh', 'https', ':', '//twitter.com/realforjkw/status/1117104782362079232â', 'â€¦']","['klo', 'jokowi', 'butuh', 'gaji', 'utk', 'nafkah', 'kluarga', '', 'jokowi', 'haram', 'utak', 'atik', 'apbn', '', 'gratif', '', 'dlsb', '', 'beda', 'dgn', 'bosan', 'ktnya', 'ga', 'gaji', '', 'yg', 'sdikit', '', '', 'lantas', 'ngeruk', 'darimana', '', '', 'kpk', 'hrs', 'kerja', 'keras', '', 'klo', 'gitu', '', 'jokowilagi', 'aja', 'deh', 'https', '', 'twitter com realforjkw status 1117104782362079232', '']",klo jokowi butuh gaji utk nafkah kluarga  jokowi haram utak atik apbn  gratif  dlsb  beda dgn bosan ktnya ga gaji  yg sdikit   lantas ngeruk darimana   kpk hrs kerja keras  klo gitu  jokowilagi aja deh https  twitter com realforjkw status 1117104782362079232 
negatif,terimakasih pak @jokowi 4.5thn ini bapak sudah mampu membuat perekonomian indonesia meroket sampai langit ke7. malah sekrg roketnya gk balik,Terimakasih pak @jokowi 4.5thn ini bapak sudah mampu membuat perekonomian Indonesia MEROKET sampai langit ke7. Malah sekrg roketnya gk balik,terimakasih pak jokowi thn ini bapak sudah mampu membuat perekonomian indonesia meroket sampai langit ke malah sekrg roketnya gk balik,134,20,"['terimakasih', 'pak', '@', 'jokowi', '4.5thn', 'ini', 'bapak', 'sudah', 'mampu', 'membuat', 'perekonomian', 'indonesia', 'meroket', 'sampai', 'langit', 'ke7', '.', 'malah', 'sekrg', 'roketnya', 'gk', 'balik']","['terimakasih', '@', 'jokowi', '4.5thn', 'perekonomian', 'indonesia', 'meroket', 'langit', 'ke7', '.', 'sekrg', 'roketnya', 'gk']","['terimakasih', '', 'jokowi', '4 5thn', 'ekonomi', 'indonesia', 'roket', 'langit', 'ke7', '', 'sekrg', 'roket', 'gk']",terimakasih  jokowi 4 5thn ekonomi indonesia roket langit ke7  sekrg roket gk
netral,"pak @jokowi menwarkan program membina ekonomi keluarga sejahtera (mekaar) binaan permodalan nasional madani (pnm) diluncurkan untuk menaikkan kesejahteraan warga, terutama ibu-ibu rumah tangga ke tingkat yang lebih atas lagi.   https://setkab.go.id/presiden-jokowi-program-mekaar-untuk-naikkan-kesejahteraan-ibu-ibu/â â€¦ #jokowimenangtotaldebat","Pak @jokowi menwarkan Program Membina Ekonomi Keluarga Sejahtera (Mekaar) binaan Permodalan Nasional Madani (PNM) diluncurkan untuk menaikkan kesejahteraan warga, terutama ibu-ibu rumah tangga ke tingkat yang lebih atas lagi.   https://setkab.go.id/presiden-jokowi-program-mekaar-untuk-naikkan-kesejahteraan-ibu-ibu/Â â€¦ #JokowiMenangTotalDebat",pak jokowi menwarkan program membina ekonomi keluarga sejahtera mekaar binaan permodalan nasional madani pnm diluncurkan untuk menaikkan kesejahteraan warga terutama ibuibu rumah tangga ke tingkat yang lebih atas lagi   httpssetkabgoidpresidenjokowiprogrammekaaruntuknaikkankesejahteraanibuibuâ â jokowimenangtotaldebat,319,32,"['pak', '@', 'jokowi', 'menwarkan', 'program', 'membina', 'ekonomi', 'keluarga', 'sejahtera', '(', 'mekaar', ')', 'binaan', 'permodalan', 'nasional', 'madani', '(', 'pnm', ')', 'diluncurkan', 'untuk', 'menaikkan', 'kesejahteraan', 'warga', ',', 'terutama', 'ibu-ibu', 'rumah', 'tangga', 'ke', 'tingkat', 'yang', 'lebih', 'atas', 'lagi', '.', 'https', ':', '//setkab.go.id/presiden-jokowi-program-mekaar-untuk-naikkan-kesejahteraan-ibu-ibu/â', 'â€¦', '#', 'jokowimenangtotaldebat']","['@', 'jokowi', 'menwarkan', 'program', 'membina', 'ekonomi', 'keluarga', 'sejahtera', '(', 'mekaar', ')', 'binaan', 'permodalan', 'nasional', 'madani', '(', 'pnm', ')', 'diluncurkan', 'menaikkan', 'kesejahteraan', 'warga', ',', 'ibu-ibu', 'rumah', 'tangga', 'tingkat', '.', 'https', ':', '//setkab.go.id/presiden-jokowi-program-mekaar-untuk-naikkan-kesejahteraan-ibu-ibu/â', 'â€¦', '#', 'jokowimenangtotaldebat']","['', 'jokowi', 'menwarkan', 'program', 'bina', 'ekonomi', 'keluarga', 'sejahtera', '', 'mekaar', '', 'bina', 'modal', 'nasional', 'madani', '', 'pnm', '', 'luncur', 'naik', 'sejahtera', 'warga', '', 'ibu', 'rumah', 'tangga', 'tingkat', '', 'https', '', 'setkab go id presiden-jokowi-program-mekaar-untuk-naikkan-kesejahteraan-ibu-ibu', '', '', 'jokowimenangtotaldebat']", jokowi menwarkan program bina ekonomi keluarga sejahtera  mekaar  bina modal nasional madani  pnm  luncur naik sejahtera warga  ibu rumah tangga tingkat  https  setkab go id presiden-jokowi-program-mekaar-untuk-naikkan-kesejahteraan-ibu-ibu   jokowimenangtotaldebat
netral,"indonesia pada 2045 akan jadi negara dengan ekonomi terkuat keempat besar di dunia. sebab itu kita harus menyiapkan langkah dan menghadapi rintangan yang ada di depan kita, kata jokowi di gelora bung karno (gbk), jakarta, sabtu (13/4/2019).","Indonesia pada 2045 akan jadi negara dengan ekonomi terkuat keempat besar di dunia. Sebab itu kita harus menyiapkan langkah dan menghadapi rintangan yang ada di depan kita, kata Jokowi di Gelora Bung Karno (GBK), Jakarta, Sabtu (13/4/2019).",indonesia pada  akan jadi negara dengan ekonomi terkuat keempat besar di dunia sebab itu kita harus menyiapkan langkah dan menghadapi rintangan yang ada di depan kita kata jokowi di gelora bung karno gbk jakarta sabtu,217,35,"['indonesia', 'pada', '2045', 'akan', 'jadi', 'negara', 'dengan', 'ekonomi', 'terkuat', 'keempat', 'besar', 'di', 'dunia', '.', 'sebab', 'itu', 'kita', 'harus', 'menyiapkan', 'langkah', 'dan', 'menghadapi', 'rintangan', 'yang', 'ada', 'di', 'depan', 'kita', ',', 'kata', 'jokowi', 'di', 'gelora', 'bung', 'karno', '(', 'gbk', ')', ',', 'jakarta', ',', 'sabtu', '(', '13/4/2019', ')', '.']","['indonesia', '2045', 'negara', 'ekonomi', 'terkuat', 'keempat', 'dunia', '.', 'langkah', 'menghadapi', 'rintangan', ',', 'jokowi', 'gelora', 'karno', '(', 'gbk', ')', ',', 'jakarta', ',', 'sabtu', '(', '13/4/2019', ')', '.']","['indonesia', '2045', 'negara', 'ekonomi', 'kuat', 'empat', 'dunia', '', 'langkah', 'hadap', 'rintang', '', 'jokowi', 'gelora', 'karno', '', 'gbk', '', '', 'jakarta', '', 'sabtu', '', '13 4 2019', '', '']",indonesia 2045 negara ekonomi kuat empat dunia  langkah hadap rintang  jokowi gelora karno  gbk   jakarta  sabtu  13 4 2019  
negatif,"pertumbuhan ekonomi di masa pak @jokowi masih di angka 5% masih belum bisa menyaingi pak sby, dari pihak prabowo ternyata benar , kita masih banyak impor daripada ekspor :/ #bimbangmemilih https://ekonomi.kompas.com/jeo/jejak-pertumbuhan-ekonomi-indonesia-dari-masa-ke-masaâ â€¦","pertumbuhan ekonomi di masa pak @jokowi masih di angka 5% masih belum bisa menyaingi pak sby, dari pihak prabowo ternyata benar , kita masih banyak impor daripada ekspor :/ #bimbangmemilih https://ekonomi.kompas.com/jeo/jejak-pertumbuhan-ekonomi-indonesia-dari-masa-ke-masaÂ â€¦",pertumbuhan ekonomi di masa pak jokowi masih di angka  masih belum bisa menyaingi pak sby dari pihak prabowo ternyata benar  kita masih banyak impor daripada ekspor  bimbangmemilih httpsekonomikompascomjeojejakpertumbuhanekonomiindonesiadarimasakemasaâ â,254,29,"['pertumbuhan', 'ekonomi', 'di', 'masa', 'pak', '@', 'jokowi', 'masih', 'di', 'angka', '5', '%', 'masih', 'belum', 'bisa', 'menyaingi', 'pak', 'sby', ',', 'dari', 'pihak', 'prabowo', 'ternyata', 'benar', ',', 'kita', 'masih', 'banyak', 'impor', 'daripada', 'ekspor', ':', '/', '#', 'bimbangmemilih', 'https', ':', '//ekonomi.kompas.com/jeo/jejak-pertumbuhan-ekonomi-indonesia-dari-masa-ke-masaâ', 'â€¦']","['pertumbuhan', 'ekonomi', '@', 'jokowi', 'angka', '5', '%', 'menyaingi', 'sby', ',', 'prabowo', ',', 'impor', 'ekspor', ':', '/', '#', 'bimbangmemilih', 'https', ':', '//ekonomi.kompas.com/jeo/jejak-pertumbuhan-ekonomi-indonesia-dari-masa-ke-masaâ', 'â€¦']","['tumbuh', 'ekonomi', '', 'jokowi', 'angka', '5', '', 'saing', 'sby', '', 'prabowo', '', 'impor', 'ekspor', '', '', '', 'bimbangmemilih', 'https', '', 'ekonomi kompas com jeo jejak-pertumbuhan-ekonomi-indonesia-dari-masa-ke-masa', '']",tumbuh ekonomi  jokowi angka 5  saing sby  prabowo  impor ekspor    bimbangmemilih https  ekonomi kompas com jeo jejak-pertumbuhan-ekonomi-indonesia-dari-masa-ke-masa 
netral,"bukan jokowi, prabowo sebut ekonomi salah arah karena presiden-presiden sebelumnya  https://bhinnekanusantara.id/bukan-jokowi-prabowo-sebut-ekonomi-salah-arah-karena-presiden-presiden-sebelumnya/â â€¦ pic.twitter.com/rjvifp1o9p","Bukan Jokowi, Prabowo Sebut Ekonomi Salah Arah Karena Presiden-Presiden Sebelumnya  https://bhinnekanusantara.id/bukan-jokowi-prabowo-sebut-ekonomi-salah-arah-karena-presiden-presiden-sebelumnya/Â â€¦ pic.twitter.com/RJvIfP1O9p",bukan jokowi prabowo sebut ekonomi salah arah karena presidenpresiden sebelumnya  httpsbhinnekanusantaraidbukanjokowiprabowosebutekonomisalaharahkarenapresidenpresidensebelumnyaâ â pictwittercomrjvifpop,202,13,"['bukan', 'jokowi', ',', 'prabowo', 'sebut', 'ekonomi', 'salah', 'arah', 'karena', 'presiden-presiden', 'sebelumnya', 'https', ':', '//bhinnekanusantara.id/bukan-jokowi-prabowo-sebut-ekonomi-salah-arah-karena-presiden-presiden-sebelumnya/â', 'â€¦', 'pic.twitter.com/rjvifp1o9p']","['jokowi', ',', 'prabowo', 'ekonomi', 'salah', 'arah', 'presiden-presiden', 'https', ':', '//bhinnekanusantara.id/bukan-jokowi-prabowo-sebut-ekonomi-salah-arah-karena-presiden-presiden-sebelumnya/â', 'â€¦', 'pic.twitter.com/rjvifp1o9p']","['jokowi', '', 'prabowo', 'ekonomi', 'salah', 'arah', 'presiden', 'https', '', 'bhinnekanusantara id bukan-jokowi-prabowo-sebut-ekonomi-salah-arah-karena-presiden-presiden-sebelumnya', '', 'pic twitter com rjvifp1o9p']",jokowi  prabowo ekonomi salah arah presiden https  bhinnekanusantara id bukan-jokowi-prabowo-sebut-ekonomi-salah-arah-karena-presiden-presiden-sebelumnya  pic twitter com rjvifp1o9p
